Time [s],easting [m],northing [m],altitude [m],local_rssi [dBm],remote_rssi[dBm]
0:03:14.221730,590703.1858240822,6136751.598010927,60.661710710125575,-81.7,-81.7
0:03:15.221047,590702.9287634367,6136752.383102265,60.56070829467971,-81.2,-81.2
0:03:16.221881,590702.3938003781,6136754.041912958,60.41270297353081,-79.6,-79.6
0:03:17.221781,590702.2424164467,6136754.92936517,60.317696550308604,-79.6,-79.1
0:03:18.222333,590702.0358528122,6136756.650586988,60.18868178270216,-80.7,-79.6
0:03:19.222880,590701.8908063719,6136757.538169489,60.14167518905768,-80.7,-80.2
0:03:20.222910,590701.8419640153,6136758.372069365,60.10666667481117,-80.7,-80.2
0:03:21.222662,590701.7302321821,6136760.106372676,59.92964923581563,-81.2,-80.7
0:03:22.297400,590701.4858735249,6136761.815685527,59.7966356077975,-81.7,-81.2
0:03:24.247303,590701.0969263784,6136764.390326228,59.55361563276598,-82.3,-81.7
0:03:25.221726,590700.9666136474,6136765.17802316,59.45460982124653,-84.4,-83.3
0:03:26.221571,590700.7962182387,6136766.065084608,59.41660390356127,-84.4,-83.8
0:03:27.221936,590700.4875717851,6136767.817604192,59.29359146895145,-85.9,-83.8
0:03:28.221702,590700.38329481,6136768.5724401865,59.18258535258903,-85.4,-86.5
0:03:46.157650,590697.6841061874,6136791.315398436,57.77138923576268,-87.5,-89.1
0:03:47.551672,590697.5282437569,6136793.03766267,57.73337308952652,-87.0,-89.6
0:03:48.921566,590697.4056690575,6136794.682686803,57.64235696886242,-87.5,-88.6
0:03:49.612760,590697.3948514131,6136795.517368374,57.57834742604244,-87.5,-88.1
0:04:06.437596,590695.5907220393,6136816.664579255,58.16014616018204,-88.6,-93.8
0:04:09.509991,590695.0240695141,6136820.482357533,58.78711620048291,-89.1,-91.2
0:04:12.231612,590694.5625681101,6136824.736447364,59.34607830355107,-87.5,-89.1
0:04:35.520514,590693.8579949565,6136835.264018649,59.742972887020265,-86.5,-94.9
0:04:45.333615,590695.6709424447,6136823.556968928,59.55006280213041,-85.4,-86.5
0:04:48.916750,590696.2328591268,6136819.661168992,59.50709381112908,-85.9,-86.5
0:04:51.564139,590696.5658141533,6136816.4174537305,59.46012320475092,-85.9,-84.9
0:04:52.266682,590696.6651248825,6136815.595723241,59.4231302535144,-84.4,-84.9
0:05:15.663773,590700.3188945069,6136785.892589873,59.31238319352852,-87.0,-87.5
0:05:34.707851,590703.5205529627,6136762.146945427,59.03357773893927,-88.1,-87.5
0:06:20.951103,590710.5094468254,6136698.2033968065,61.90814396963492,-83.3,-85.9
0:06:22.818621,590710.8173891014,6136695.560299241,61.67416683899991,-83.8,-83.3
0:06:26.845984,590711.4909978791,6136690.241894732,60.688211417691434,-84.4,-84.4
0:06:28.919696,590711.8080236416,6136687.465399356,60.21423560492507,-81.7,-82.8
0:06:32.025895,590711.9671133031,6136683.42773525,59.557278782070625,-75.9,-76.5
0:06:33.910163,590712.0776379205,6136682.060765118,59.394291895749845,-75.4,-75.4
0:06:34.476527,590712.2097844279,6136681.184049774,59.30529868119497,-75.4,-75.4
0:06:35.221840,590712.4107028845,6136679.429316204,59.11131394740582,-75.9,-76.5
0:06:38.142860,590712.8183270983,6136675.329969346,58.82635124549819,-83.3,-81.2
0:06:40.150260,590713.0581179798,6136673.843204205,58.60736233273817,-78.1,-79.1
